experiment_id,target_id,target_column,model_id,model_label,combination_id,branches,branch_count,feature_count,oof_folds,rows,groups,records,complete_case_rows,balanced_accuracy_group_bootstrap_ci_low,balanced_accuracy_group_bootstrap_ci_high,class_0,class_1,prevalence,accuracy,balanced_accuracy,f1,precision,npv,recall_sensitivity,specificity,false_positive_rate,false_negative_rate,mcc,tn,fp,fn,tp,errors,roc_auc,average_precision,group_macro_accuracy,group_macro_sensitivity,group_macro_specificity,group_macro_balanced_accuracy,groups_with_positive_cases,groups_with_negative_cases,rank_within_target
abnormal_beat__B3+B4__logistic_regression,abnormal_beat,target_abnormal_beat_binary,logistic_regression,Regularized logistic regression,B3+B4,B3+B4,2,21,5,15651,48,72,8798,0.7098287295082946,0.8508977548563804,12499,3152,0.20139288224394608,0.827103699444125,0.7821406930828578,0.6221725774923206,0.5556109725685785,0.920625375826819,0.7068527918781726,0.857428594287543,0.142571405712457,0.29314720812182743,0.5183930042111424,10717,1782,924,2228,2706,0.8471267549119665,0.6413423125007633,0.8195506956063582,0.6887863056758226,0.8115544908443716,0.7501703982600971,42,46,48
abnormal_beat__B1+B2+B4__extra_trees,abnormal_beat,target_abnormal_beat_binary,extra_trees,Extremely randomized trees,B1+B2+B4,B1+B2+B4,3,39,5,15651,48,72,7487,0.658559602631556,0.8159603581281492,12499,3152,0.20139288224394608,0.8679317615487828,0.7326123272602925,0.6068099676621648,0.7577197149643705,0.8850583197992027,0.5060279187817259,0.9591967357388591,0.04080326426114089,0.49397208121827413,0.5468420148052854,11989,510,1557,1595,2067,0.862678125925201,0.6985746104170644,0.8391510379708501,0.5499288197263421,0.9500643962640732,0.7499966079952076,42,46,49
abnormal_beat__B1__linear_svm,abnormal_beat,target_abnormal_beat_binary,linear_svm,Linear support-vector machine,B1,B1,1,15,5,15651,48,72,9049,0.5550440254472491,0.751607355161883,12499,3152,0.20139288224394608,0.7303047728579644,0.6565286644251338,0.44321329639889195,0.37931813050349966,0.8688290857244698,0.5329949238578681,0.7800624049923994,0.2199375950076006,0.467005076142132,0.27871904253918106,9750,2749,1472,1680,4221,0.7060796462701787,0.42759512760909957,0.6872109258920661,0.7205623131619204,0.7752745738528605,0.7479184435073905,42,46,50
abnormal_beat__B3+B4__linear_svm,abnormal_beat,target_abnormal_beat_binary,linear_svm,Linear support-vector machine,B3+B4,B3+B4,2,21,5,15651,48,72,8798,0.7008991726935749,0.8474160158097749,12499,3152,0.20139288224394608,0.825506357421251,0.7792425932145638,0.6183088749126485,0.5525855608293779,0.9192994505494505,0.7017766497461929,0.8567085366829347,0.14329146331706535,0.2982233502538071,0.5133622391187493,10708,1791,940,2212,2731,0.8425198889007567,0.6444424061024806,0.8183431568326339,0.6835777475921413,0.8108012063798443,0.7471894769859928,42,46,51
abnormal_beat__B1+B4__logistic_regression,abnormal_beat,target_abnormal_beat_binary,logistic_regression,Regularized logistic regression,B1+B4,B1+B4,2,23,5,15651,48,72,9044,0.5945209757522462,0.7667678645324235,12499,3152,0.20139288224394608,0.7372691840776947,0.6769035558377665,0.46887109274089384,0.3954248366013072,0.8791248530874243,0.5758248730964467,0.7779822385790863,0.22201776142091367,0.4241751269035533,0.3116691077411811,9724,2775,1337,1815,4112,0.7309726275563975,0.4401913956743949,0.7113381839536254,0.7253174029982948,0.7607048772111087,0.7430111401047017,42,46,52
abnormal_beat__B1__extra_trees,abnormal_beat,target_abnormal_beat_binary,extra_trees,Extremely randomized trees,B1,B1,1,15,5,15651,48,72,9049,0.6030163166355597,0.763860614219098,12499,3152,0.20139288224394608,0.768513194045109,0.6778408008681304,0.4778786568669837,0.4378135727488777,0.8740728253540121,0.5260152284263959,0.8296663733098648,0.17033362669013521,0.4739847715736041,0.3330649390689283,10370,2129,1494,1658,3623,0.7694415933985378,0.4428692138181832,0.7590436079165205,0.641558156372137,0.8444541534782913,0.7430061549252142,42,46,53
abnormal_beat__B1+B2__random_forest,abnormal_beat,target_abnormal_beat_binary,random_forest,Random forest,B1+B2,B1+B2,2,31,5,15651,48,72,7492,0.6322979297739801,0.7889812359386027,12499,3152,0.20139288224394608,0.8387962430515622,0.7061856572891313,0.5474439461883408,0.6297977713578209,0.8770789234956153,0.48413705583756345,0.9282342587406992,0.07176574125930074,0.5158629441624365,0.4571885923618353,11602,897,1626,1526,2523,0.8629426521634422,0.6407277687430969,0.808807439435277,0.552442316691584,0.9325426614480771,0.7424924890698306,42,46,54
abnormal_beat__B1+B2+B4__random_forest,abnormal_beat,target_abnormal_beat_binary,random_forest,Random forest,B1+B2+B4,B1+B2+B4,3,39,5,15651,48,72,7487,0.6287028944522757,0.7957442501363942,12499,3152,0.20139288224394608,0.8379656251996678,0.7080381405131699,0.5493958777540867,0.624394184168013,0.8781024667931688,0.49048223350253806,0.9255940475238019,0.07440595247619809,0.5095177664974619,0.4572493168503583,11569,930,1606,1546,2536,0.872430276655635,0.6624542023690511,0.8107991401326412,0.553616320087175,0.9313547457749075,0.7424855329310412,42,46,55
abnormal_beat__B1+B4__random_forest,abnormal_beat,target_abnormal_beat_binary,random_forest,Random forest,B1+B4,B1+B4,2,23,5,15651,48,72,9044,0.6180884693250313,0.7746552899045775,12499,3152,0.20139288224394608,0.8115136413008753,0.6940865929172811,0.5152809727242852,0.534423994546694,0.8754423213021939,0.49746192893401014,0.8907112569005521,0.10928874309944796,0.5025380710659898,0.39887230235921084,11133,1366,1584,1568,2950,0.7705533955406788,0.4926541905221352,0.7981984309941215,0.5803536736993175,0.9013231715962919,0.7408384226478046,42,46,56
abnormal_beat__B1__logistic_regression,abnormal_beat,target_abnormal_beat_binary,logistic_regression,Regularized logistic regression,B1,B1,1,15,5,15651,48,72,9049,0.5549470608868174,0.7510551925028883,12499,3152,0.20139288224394608,0.7107533064979874,0.6490327348015252,0.43178109702522904,0.3572170301142264,0.8678479143595422,0.5456852791878173,0.7523801904152332,0.2476198095847668,0.4543147208121827,0.25900596202743736,9404,3095,1432,1720,4527,0.7042425957528379,0.4222798638216908,0.6695848119819773,0.7274859424947764,0.7518553378014762,0.7396706401481263,42,46,57
abnormal_beat__B1__random_forest,abnormal_beat,target_abnormal_beat_binary,random_forest,Random forest,B1,B1,1,15,5,15651,48,72,9049,0.6204240040125231,0.7771373584803318,12499,3152,0.20139288224394608,0.7828253785700594,0.6998504042759969,0.5098774333093007,0.46735395189003437,0.8833838894506235,0.5609137055837563,0.8387871029682374,0.16121289703176253,0.43908629441624364,0.3744198162138883,10484,2015,1384,1768,3399,0.7664064774928188,0.44310678468437725,0.7801054269423915,0.6174809523150707,0.860890698081852,0.7391858251984613,42,46,58
abnormal_beat__B1+B4__linear_svm,abnormal_beat,target_abnormal_beat_binary,linear_svm,Linear support-vector machine,B1+B4,B1+B4,2,23,5,15651,48,72,9044,0.5841702759695064,0.7604964231106649,12499,3152,0.20139288224394608,0.7403360807616127,0.6744345385194268,0.4666666666666667,0.39794091316025065,0.8771349369578825,0.5640862944162437,0.7847827826226098,0.2152172173773902,0.43591370558375636,0.309782920682195,9809,2690,1374,1778,4064,0.7288636009662499,0.43842509166796717,0.7122680943369155,0.6947021955488962,0.7668328513681084,0.7307675234585023,42,46,59
abnormal_beat__B1+B4__extra_trees,abnormal_beat,target_abnormal_beat_binary,extra_trees,Extremely randomized trees,B1+B4,B1+B4,2,23,5,15651,48,72,9044,0.6143975092517867,0.7799802532489396,12499,3152,0.20139288224394608,0.8156028368794326,0.6922576268030376,0.5147948890383323,0.5475679542203148,0.873901205756515,0.4857233502538071,0.8987919033522682,0.10120809664773182,0.5142766497461929,0.40256840528738735,11234,1265,1621,1531,2886,0.7879980906086701,0.5388651010169381,0.7989741075092095,0.539059255005296,0.9005447301676628,0.7198019925864794,42,46,60
abnormal_beat__B2+B4__hist_gradient_boosting,abnormal_beat,target_abnormal_beat_binary,hist_gradient_boosting,Histogram gradient boosting,B2+B4,B2+B4,2,24,5,15651,48,72,12136,0.6625302168371037,0.8095718689119851,12499,3152,0.20139288224394608,0.8122803654718548,0.7390514718334827,0.5694607268464243,0.5291394335511983,0.8990733784122213,0.6164340101522843,0.8616689335146812,0.13833106648531882,0.3835659898477157,0.4524707790737648,10770,1729,1209,1943,2938,0.8057306767282498,0.6141589945045501,0.7806995330509908,0.5969132579839519,0.8230109357152268,0.7099620968495893,42,46,61
abnormal_beat__B2__hist_gradient_boosting,abnormal_beat,target_abnormal_beat_binary,hist_gradient_boosting,Histogram gradient boosting,B2,B2,1,16,5,15651,48,72,12141,0.656451648958298,0.8074981421652185,12499,3152,0.20139288224394608,0.8017379081208869,0.7411106594111285,0.5651016117729503,0.5061511423550088,0.902639698320192,0.6395939086294417,0.8426274101928154,0.15737258980718458,0.3604060913705584,0.4439906061087942,10532,1967,1136,2016,3103,0.8257938300038622,0.5964986861978621,0.7699049564732984,0.6034232207911905,0.8042455928475908,0.7038344068193907,42,46,62
abnormal_beat__B2+B4__extra_trees,abnormal_beat,target_abnormal_beat_binary,extra_trees,Extremely randomized trees,B2+B4,B2+B4,2,24,5,15651,48,72,12136,0.6172663431383486,0.7698039918619771,12499,3152,0.20139288224394608,0.8343875790684301,0.6974941244030487,0.5324675324675324,0.617056856187291,0.8735952937627272,0.4682741116751269,0.9267141371309705,0.07328586286902952,0.5317258883248731,0.4402292964827584,11583,916,1676,1476,2592,0.8196516635036386,0.6021316180878769,0.8085506324351313,0.4773337397915707,0.9107976843827019,0.6940657120871363,42,46,63
abnormal_beat__B2__extra_trees,abnormal_beat,target_abnormal_beat_binary,extra_trees,Extremely randomized trees,B2,B2,1,16,5,15651,48,72,12141,0.6306131533757297,0.7602769898889555,12499,3152,0.20139288224394608,0.8187336272442656,0.6981324495807381,0.5243922883487008,0.5559900462140064,0.876304720361427,0.49619289340101524,0.9000720057604609,0.09992799423953916,0.5038071065989848,0.4138879583716443,11250,1249,1588,1564,2837,0.8132845805329401,0.5523020572667209,0.7929984054856648,0.5029422310873569,0.8618816685877092,0.6824119498375331,42,46,64
abnormal_beat__B2__random_forest,abnormal_beat,target_abnormal_beat_binary,random_forest,Random forest,B2,B2,1,16,5,15651,48,72,12141,0.6126684543798033,0.7503017305889733,12499,3152,0.20139288224394608,0.8338125359401956,0.6839665828088581,0.5120990433314575,0.6264341441027994,0.867354513064133,0.43305837563451777,0.9348747899831986,0.06512521001680134,0.5669416243654822,0.4262408049184765,11685,814,1787,1365,2601,0.8302959922072953,0.5872747690655461,0.8006689040635605,0.4000137146036144,0.936235302380663,0.6681245084921387,42,46,65
abnormal_beat__B2+B4__random_forest,abnormal_beat,target_abnormal_beat_binary,random_forest,Random forest,B2+B4,B2+B4,2,24,5,15651,48,72,12136,0.6213041300784694,0.7564871755416969,12499,3152,0.20139288224394608,0.8438438438438438,0.6911960951800001,0.5290944123314065,0.6736997055937193,0.8693160949092779,0.4355964467005076,0.9467957436594927,0.05320425634050724,0.5644035532994924,0.4556808108253299,11834,665,1779,1373,2444,0.8404484160763318,0.6257500207318469,0.8144911688709291,0.380896244617193,0.9461800044741879,0.6635381245456905,42,46,66
abnormal_beat__B2+B4__logistic_regression,abnormal_beat,target_abnormal_beat_binary,logistic_regression,Regularized logistic regression,B2+B4,B2+B4,2,24,5,15651,48,72,12136,0.6191021301073384,0.7438192010632921,12499,3152,0.20139288224394608,0.735288479969331,0.6763752140780399,0.4678227360308285,0.39304985970213685,0.8791976765293157,0.5777284263959391,0.7750220017601408,0.2249779982398592,0.4222715736040609,0.3098958453578924,9687,2812,1331,1821,4143,0.7130112033328148,0.44635225052563005,0.7219501166607974,0.5850805177817107,0.7155087553942527,0.6502946365879817,42,46,67
abnormal_beat__B2__linear_svm,abnormal_beat,target_abnormal_beat_binary,linear_svm,Linear support-vector machine,B2,B2,1,16,5,15651,48,72,12141,0.6049549066720276,0.7310071674420294,12499,3152,0.20139288224394608,0.7089642834323685,0.6662997126064502,0.4515352197471403,0.363865709295556,0.8783577824347495,0.5948604060913706,0.7377390191215297,0.2622609808784703,0.4051395939086294,0.2838369146579798,9221,3278,1277,1875,4555,0.703824275485186,0.4193287689318411,0.677882797133373,0.6206182711667252,0.6686583479806846,0.6446383095737049,42,46,68
abnormal_beat__B2__logistic_regression,abnormal_beat,target_abnormal_beat_binary,logistic_regression,Regularized logistic regression,B2,B2,1,16,5,15651,48,72,12141,0.6060042780601712,0.7320776987722226,12499,3152,0.20139288224394608,0.709794901284263,0.6659893705202,0.4513167431746799,0.3644166991806477,0.8780047505938242,0.5926395939086294,0.7393391471317705,0.26066085286822943,0.4073604060913706,0.28368779969769187,9241,3258,1284,1868,4542,0.7015723186788954,0.41406966330841083,0.6789279087800096,0.6190553076405046,0.6696530950260474,0.644354201333276,42,46,69
abnormal_beat__B2+B4__linear_svm,abnormal_beat,target_abnormal_beat_binary,linear_svm,Linear support-vector machine,B2+B4,B2+B4,2,24,5,15651,48,72,12136,0.6185080112703999,0.7435032948473168,12499,3152,0.20139288224394608,0.7362468851830554,0.6785174032196688,0.47049769112365314,0.39491817398794143,0.8802580176251477,0.5818527918781726,0.7751820145611649,0.2248179854388351,0.41814720812182743,0.31344453785206294,9689,2810,1318,1834,4128,0.7155232063235111,0.4508832682370322,0.7222559037751362,0.5639058451358074,0.7101771567879063,0.6370415009618569,42,46,70
abnormal_beat__B4__linear_svm,abnormal_beat,target_abnormal_beat_binary,linear_svm,Linear support-vector machine,B4,B4,1,8,5,15651,48,72,15031,0.48389841925902827,0.6406026366774067,12499,3152,0.20139288224394608,0.6141460609545716,0.5590099619137043,0.3275804476116245,0.252358895179276,0.8288535939727143,0.46668781725888325,0.6513321065685255,0.34866789343147453,0.5333121827411168,0.09790143912911678,8141,4358,1681,1471,6039,0.5968878525510467,0.27064939396655274,0.658378709948178,0.3466184830801269,0.6946522899956672,0.520635386537897,42,46,71
abnormal_beat__B4__logistic_regression,abnormal_beat,target_abnormal_beat_binary,logistic_regression,Regularized logistic regression,B4,B4,1,8,5,15651,48,72,15031,0.48116597757868856,0.6370301843165318,12499,3152,0.20139288224394608,0.6153600408919558,0.5569229929257284,0.3246578415974871,0.2511280805275946,0.8275862068965517,0.4590736040609137,0.6547723817905432,0.34522761820945674,0.5409263959390863,0.09466417301385395,8184,4315,1705,1447,6020,0.5933086322032666,0.2684248594499884,0.6577235499117676,0.3429186517337789,0.6952134541505776,0.5190660529421782,42,46,72
abnormal_beat__B4__hist_gradient_boosting,abnormal_beat,target_abnormal_beat_binary,hist_gradient_boosting,Histogram gradient boosting,B4,B4,1,8,5,15651,48,72,15031,0.5019259394807016,0.6264350932082784,12499,3152,0.20139288224394608,0.6768257619321449,0.5600554516442534,0.31239804241435565,0.27331113225499526,0.8250196558050145,0.3645304568527919,0.7555804464357149,0.24441955356428513,0.6354695431472082,0.1086765833791184,9444,3055,2003,1149,5058,0.6050969737477475,0.249664553907647,0.6810232256552151,0.28356822316670116,0.7504522572960406,0.5170102402313709,42,46,73
abnormal_beat__B4__extra_trees,abnormal_beat,target_abnormal_beat_binary,extra_trees,Extremely randomized trees,B4,B4,1,8,5,15651,48,72,15031,0.4976234854242317,0.6133417681165524,12499,3152,0.20139288224394608,0.7313270717526037,0.5504050983977196,0.27059843885516044,0.29850746268656714,0.8180702561742599,0.24746192893401014,0.8533482678614289,0.14665173213857108,0.7525380710659898,0.1084076693796308,10666,1833,2372,780,4205,0.6001970893712106,0.2648431742827124,0.7237678151795451,0.1872948309425015,0.834155926876684,0.5107253789095928,42,46,74
abnormal_beat__B4__random_forest,abnormal_beat,target_abnormal_beat_binary,random_forest,Random forest,B4,B4,1,8,5,15651,48,72,15031,0.4959077820826768,0.6023723364415432,12499,3152,0.20139288224394608,0.7386109513769088,0.5416793241936513,0.24617652478348995,0.2936263736263736,0.8142942583732058,0.21192893401015228,0.8714297143771502,0.12857028562284983,0.7880710659898477,0.09484786774929839,10892,1607,2484,668,4091,0.6104455107677649,0.2675769145347453,0.727361514827432,0.16542684128931426,0.8511811370048098,0.508303989147062,42,46,75
artifact__B2+B4__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B2+B4,B2+B4,2,24,5,11317,17,30,8971,0.8709258926906783,0.9486276457866486,5055,6262,0.5533268534063798,0.9048334364230803,0.9079423530560197,0.9108665066622528,0.9453702113038996,0.8618995633187773,0.8787927179814755,0.9370919881305638,0.0629080118694362,0.12120728201852443,0.8115658092977766,4737,318,759,5503,1077,0.9536346436404912,0.9693578446287768,0.9236593989945693,0.8602112368491994,0.9450815625392328,0.9026463996942161,15,17,1
artifact__B1+B2+B3+B4__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B1+B2+B3+B4,B1+B2+B3+B4,4,52,5,11317,17,30,4084,0.8489186897945737,0.9479924554960106,5055,6262,0.5533268534063798,0.8962622603163383,0.8967464091101367,0.9049238743116295,0.9180085441998028,0.8709615752246225,0.892206962631747,0.9012858555885263,0.09871414441147379,0.10779303736825295,0.7912282373333707,4556,499,675,5587,1174,0.9594023076089556,0.9719546918688835,0.911393080432167,0.8829429007834099,0.9196698495481047,0.9013063751657573,15,17,2
artifact__B1+B2+B3__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B1+B2+B3,B1+B2+B3,3,44,5,11317,17,30,4084,0.8506843657503668,0.952585713483627,5055,6262,0.5533268534063798,0.9005036670495714,0.9003312018767685,0.909354371276767,0.9168831168831169,0.8809385301531898,0.9019482593420632,0.8987141444114738,0.10128585558852621,0.09805174065793676,0.7992407632764331,4543,512,614,5648,1126,0.9621410729184338,0.9747067426204763,0.9139955427337559,0.8831334716577828,0.9151857124788324,0.8991595920683075,15,17,3
artifact__B2+B3__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B2+B3,B2+B3,2,29,5,11317,17,30,6653,0.8536201451329116,0.9581156000575328,5055,6262,0.5533268534063798,0.9054519749050102,0.9052411180622226,0.913931788931789,0.9207455429497569,0.8871187099281135,0.9072181411689556,0.9032640949554896,0.09673590504451039,0.0927818588310444,0.8091721857290083,4566,489,581,5681,1070,0.9700902338726263,0.978981916368235,0.9235822474968541,0.871574458884674,0.9262333060055588,0.8989038824451163,15,17,4
